,id_mahasiswa,judul,abstrak,kata_kunci,topik_skripsi
46,4809,PENGEMBANGAN EARLY WARNING SYSTEM PADA E-COMMERCE MELALUI APLIKASI SLACK STUDI KASUS: E-COMMERCE DI PT. IMP,"PT. IMP merupakan sebuah perusahaan yang bergerak pada bidang retail. Dengan perkembangan teknologi yang semakin maju PT. IMP membuat sebuah E-Commerce yang memiliki beberapa channel penjualan suatu produk dalam kriteria yang berbeda-beda yaitu channel Klik/Retail, Food, Virtual dan Tiket. E-Commerce yang didirikan oleh PT. IMP memiliki sistem yang kompleks serta data yang dibutuhkan sangatlah banyak. Dengan kompleksitas sistem dan kebutuhan data E-Commerce tersebut sering terjadinya kekurangan pada sistem yaitu seperti error sistem E-Commerce dan tidak adanya file pada FTP server. File pada FTP server tersebut berisikan data yang digunakan untuk memperbaharui data penjualan pada E-Commerce setiap harinya. Dengan kekurangan tersebut dapat mengakibatkan penjualan suatu produk terganggu sehingga kenyamanan pelanggan dalam bertransaksi dapat terganggu. Oleh hal tersebut maka dikembangkanlah Early Warning System (EWS) melalui aplikasi Slack untuk pengecekan data FTP server dan pengecekan data penjualan atau Sales order. Dengan adanya EWS tersebut monitoring yang dilakukan oleh Quality Assurance dapat dilakukan dengan cepat dan mudah sehingga jika terdapat kekurangan mengenai hal tersebut bisa dengan cepat diambil tindakan untuk menyelesaikannya.","Early Warning System, Task Scheduler, FTP Server, Slack, E-Commerce",3
47,4731,PERANCANGAN DASHBOARD DATA PENERIMA MANFAAT PADA PUSAT PENGEMBANGAN ANAK MAKEDONIA IQ-0744,"Pusat Pengembangan Anak Makedonia IO-0744 menjalankan misinya melalui program pengembangan anak secara holistik. Program ini melibatkan mentor yang bertugas mendampingi sejumlah anak dari usia 4 – 20 tahun. Selama ini, data perkembangan dari anak (penerima manfaat) masih ditulis secara manual dan disimpan dalam bentuk hardcopy sehingga akan memakan waktu cukup lama jika mentor ingin menganalisis atau mengevaluasi perkembangan mentee-nya. Maka dari itu, penulis bermaksud untuk merancang dashboard yang dapat memudahkan mentor dalam menganalisis perkembangan mentee-nya.  Dashboard dirancang menggunakan metode User Centered Design dengan metode evaluasi dibagi menjadi formative dan summative evaluation. Proses perancangan menggunakan beberapa kali iterasi dan pada pengujian akhir digunakan performance-based metrics berupa task success dan time on task untuk membandingkan penggunaan cara manual (hardcopy) dan dashboard. Kemudian, melalui data time on task, dilakukan uji hipotesis dengan paired sample t-test.  Hasil pengujian menunjukkan bahwa terdapat perbedaan waktu yang signifikan antara penggunaan cara manual dan dashboard dalam menyelesaikan task, dibuktikan dengan hasil p-value (0,019967581) < &#945; (0,2) dengan peningkatan kecepatan (penurunan waktu) rata-rata sebesar 13,37 detik atau 14,75% saat menggunakan dashboard. Hasil success rate adalah 96,35% untuk penggunaan cara manual dan 98,96% untuk penggunaan dashboard. Skor kuesioner SUS didapatkan sebesar 75,83 sehingga masuk ke dalam kategori acceptable.","Dashboard, Perkembangan anak, User centered design, Yayasan Compassion Indonesia",5
48,4754,"ANALISIS PERBANDINGAN PENGGUNAAN BANDWIDTH APLIKASI KONFERENSI ONLINE PADA WEBEX, GOOGLE MEET DAN ZOOM","Pada masa pandemi ini conference call atau sering juga disebut concall menjadi sarana yang sering digunakan karena adanya peraturan pemerintah soal COVID-19 yang baru. Dengan adanya peraturan tersebut aplikasi concall menjadi hal yang biasa digunakan oleh semua instansi. Dikarena hal tersebut maka pengguna baru aplikasi-aplikasi concall menjadi melonjak dan banyak dari pengguna baru tersebut yang masih belum mengerti aplikasi mana yang cocok dengan jaringan yang ada di daerahnya. Oleh sebab itu, peneliti membuat penelitian yang bertujuan untuk memberikan informasi tentang QoS (Quality Of Service) dari beberapa aplikasi concall yakni Google Meet, Webex, dan Zoom.
Pada penelitian ini peneliti melakukan penelitian dengan jumlah client sebanyak 20 PC yang dimana client tersebut diberikan batasan jaringan sebanyak 0%, 25%, 50%, dan 75% menggunakan metode Queue Tree dan PCQ. Pada penelitian ini peneliti melakukan 3 tahapan dalam pengerjaannya yakni persiapan, pengumpulan data, dan pengolahan data. Adapun variabel yang digunakan oleh peneliti untuk membandingkan aplikasi-aplikasi concall tersebut adalah Delay, Jitter, Packet Loss, dan Throughput. Variabel-variabel tersebut diambil menggunakan aplikasi Wireshark yang dimana Wireshark akan mengcapture paket jaringan yang keluar dan masuk melalui port yang dipakai oleh setiap aplikasi tersebut. Pada penelitian ini peneliti menggunakan metode Queue Tree dan PCQ agar dapat memberikan limit yang dinamis kepada user dan alasan
lainnya adalah karena peneliti melakukan limit sesuai dari setiap aplikasi secara hierarcy. Pada penelitian tersebut diketahui bahwa beberapa aplikasi memliki penurunan performa yang sangat signifikan saat jaringan yang dilimit mencapai 50% atau lebih dari total jaringan yang didapat oleh peneliti saat melakukan penelitian pada lab a Universitas Kristen Duta Wacana. Dengan demikian peneliti berharap dengan penelitian ini pembaca dapat mendapatkan informasi tentang aplikasi mana yang bagus digunakan di daerah mereka masing-masing yang memiliki kecepatan berbeda-beda.","PCQ, Mikrotik, Zoom, Webex, Google Meet, Queue Tree",9
49,4761,PENERAPAN TEST DRIVEN DEVELOPMENT DALAM ARSITEKTUR LAYANAN MIKRO,"Perkembangan aplikasi akan semakin kompleks seiring bertambahnya kebutuhan yang diperlukan di dalam aplikasi. Bertambahnya kebutuhan tersebut terkadang akan menyebabkan kerusakan kode di dalam kode yang telah tersusun. Kerusakan kode tersebut akan mengakibatkan fungsional dari aplikasi tidak akan berjalan secara maksimal bahkan mungkin dapat menyebabkan error pada aplikasi. Dalam menanggulangi hal tersebut digunakan automated test yang berfungsi menjalankan setiap tes terhadap setiap kode yang akan dirancang.  Automated test akan berjalan lebih baik apabila setiap kebutuhan pada aplikasi dapat disusun terlebih dahulu. Proses tersebut dapat menggunakan konsep Test Driven Development, dimana pembuatan uji tes akan dilakukan diawal pengembangan berdasarkan setiap analisa kebutuhan. Setiap kebutuhan akan menghasilkan skenario yang berupa expected result dan precondition dari uji tes. Dari pembuatan uji tes tersebut akan dilakukan pembuatan setiap kode-kode yang dibutuhkan dari aplikasi. Konsep Test Driven Development dapat dioptimalkan dengan menggunakan continuous integration. Continuous integration bertugas menjalankan setiap uji tes yang telah tersusun secara otomatis.   Berdasarkan hasil analisis yang dilakukan, di dapatkan hasil pengembangan dapat lebih mudah. Hal ini didukung dengan setiap kebutuhan dan uji tes telah tersusun di awal pengembangan. Hasil dari setiap pengujian menghasilkan hasil uji lolos dan hasil uji diperkuat dengan hasil pipeline dari continuous integration yang menyatakan setiap uji tes telah lolos.","Test driven development, Kebutuhan, uji tes, Continuous integration",3
50,4558,PROGRAM BANTU REKOMENDASI KAMERA MIRRORLESS DENGAN ALGORITMA K-MEANS CLUSTERING,"Kemajuan teknologi menyebabkan munculnya tren fotografi menggunakan kamera digital yang memberikan kemudahan bagi kalangan pemula sampai kalangan yang lebih serius untuk mendalami fotografi. Saat ini tren kamera digital di dunia sedang mengalami periode transisi di mana kamera Digital Single Lens
Reflex (DSLR) sudah mulai ditinggalkan sebagian konsumen dan mereka beralih ke kamera Mirrorless. Banyaknya ragam kamera Mirrorless membuat konsumen mengalami kesulitan dalam menjatuhkan pilihan, apalagi dengan selalu munculnya produk kamera Mirrorless tiap tahunnya dengan teknologi yang lebih
canggih. Melalui penelitian ini, peneliti mengembangkan aplikasi yang dapat memberikan rekomendasi untuk memilih kamera Mirrorless sesuai dengan fitur dan genre yang diinginkan dengan menggunakan pendekatan algoritma K-Means Clustering. Pada penelitian ini, fitur kamera dibatasi hanya teknologi AF, Burst/Continuous Shooting, Live Preview, Movie Mode dan genre penggunaan kamera dibatasi hanya Basic, Landscape, Portrait dan Selfie. Berdasarkan hasil penelitian, rekomendasi kamera Mirrorless dengan algoritma K-Means Clustering menghasilkan rekomendasi dengan keakuratan yang rendah, yaitu 31 % tanpa inputan preferensi genre dan 37 % dengan inputan preferensi genre dibandingkan dengan hasil analisis orang yang menjual kamera Mirrorless dan memiliki profesi atau keahlian dalam bidang fotografi. Hal itu disebabkan adanya hasil rekomendasi yang tidak tepat dari penentuan nilai K sebagai jumlah cluster berpengaruh pada sistem dalam memberikan rekomendasi. Diperlukan penentuan nilai K sebagai jumlah cluster yang lebih tepat untuk menghasilkan rekomendasi yang lebih baik.","sistem rekomendasi, kamera Mirrorless, K-Means",0
51,4753,SISTEM TEMU KEMBALI TEMPAT PENYIMPANAN KODE PROGRAM JAVA DENGAN PENDEKATAN RELASI CLASS,"Penelitian ini bertujuan membangun sebuah sistem temu kembali informasi untuk kode program bahasa Java dalam sebuah penyimpanan kode program (repository). Jumlah dokumen kode program yang besar dalam sebuah repository menyebabkan informasi menjadi lebih sulit untuk ditemukan. Hal ini terjadi karena pengembangan sebuah aplikasi / software terus-menerus dilakukan, dan terjadi penambahan fitur seiring perkembangan waktu. Penelitian ini akan melakukan proses pengolahan kode program bahasa java dalam repository hingga ke tahap menjadi sebuah indeks yang dapat diakses dengan melakukan pencarian. Kode program java akan melalui tahap preprocessing hingga terbentuk dokumen JSON berisi informasi kode program yang akan diindeks. Dokumen JSON ini kemudian akan menjadi input bagi SOLR dan neo4j dan kemudian akan diindeks. Indeks ini akan berisi informasi tentang kode program, secara spesifik juga menggambarkan relasi antar class. Indeks yang terbentuk akan diakses melalui proses temu kembali informasi. Hasil penelitian ini adalah sebuah aplikasi yang mampu melakukan preprocessing terhadap dokumen kode program java, melakukan proses indexing, serta melakukan temu kembali informasi yang memberikan output berupa hasil pencarian dari query yang diberikan oleh pengguna kepada sistem.","Temu kembali informasi, Tempat penyimpanan kode program, Bahasa pemrograman Java, Relasi class, Struktur data, Inverted index",3
52,4623,ANALISIS UI UX FITUR MONITORING PROSES KP MAHASISWA PADA SISTEM INFORMASI KERJA PRAKTIK INFORMATIKA UKDW,"Sistem informasi kerja praktik informatika (SIKAPI) sebelumnya sudah dibuat sebagai proyek informatika atas kebutuhan informasi kerja praktik dan sudah dikembangkan dari segi fitur dan antarmuka berdasarkan saran rekap kebutuhan dari penelitian sebelumnya. Sistem ini memiliki fitur monitoring yang belum pernah dianalisis mengenai bagaimana pengalaman pengguna saat menggunakan sistem, bagaimana pendapat pengguna mengenai antarmuka dan apakah sistem ini dapat digunakan dengan baik.  Penelitian ini menerapkan metode User Centered Design untuk menganalisis fitur monitoring pada situs web SIKAPI yang menggunakan 3 aspek untuk mengukur tingkat usability yaitu efektivitas, efisiensi, dan kepuasan. Pengukuran efektivitas digunakan untuk mengukur tingkat penyelesaian tugas, pengukuran efisiensi digunakan untuk menghitung waktu pada tugas, dan pengukuran tingkat kepuasan pengguna menggunakan System usability Scale (SUS). Berdasarkan hasil pengujian tahap kedua diperoleh nilai efektivitas, efisiensi dan kepuasan yang meningkat dari hasil pada tahap kesatu. Hasil efektivitas pada mahasiswa meningkat dari 98,15 menjadi 100, pada dosen dari 95,24 menjadi 100 dan pada koordinator dari 92 menjadi 100. Hasil efisiensi pada mahasiswa meningkat dari 97,4 menjadi 100, pada dosen dari 91,37 menjadi 100 dan pada koordinator dari 75 menjadi 100. Hasil kepuasan pada mahasiswa meningkat dari 87,5 menjadi 93,3, pada dosen dari 78,21 menjadi 84,29 dan pada koordinator dari 87,5 menjadi 95. Kesimpulannya, fitur monitoring proses KP mahasiswa pada sistem informasi kerja praktik informatika ini dapat dikatakan usable karena dapat menampilkan informasi sesuai dengan kebutuhan pengguna dan mempermudah mahasiswa, dosen, dan koordinator dalam pelaksanaan kerja praktik.","User centered design, Kerja praktik, Usability testing, System usability scale, Analisis situs web",5
53,4568,PERBANDINGAN PENGGUNAAN METODE DEMPSTER SHAFER DENGAN CERTAINTY FACTOR PADA KASUS DIAGNOSA PENYAKIT KELINCI HIAS,"Sistem Pakar merupakan sebuah sistem yang berusaha mengadopsi pengetahuan seorang pakar ke dalam sebuah sistem. Banyak metode yang dapat digunakan dalam membangun sistem pakar, contohnya adalah metode Dempster Shafer dan metode Certainty Factor. Penelitian ini difokuskan pada perbandingan hasil akhir dari penggunaan metode Dempster Shafer dan Certainty Factor pada kasus diagnosis penyakit kelinci hias. Metode Certainty Factor yang akan dijadikan bahan pembanding adalah hasil penelitian Atmaja (2014) yang berjudul “Sistem Pakar Diagnosis Penyakit Kelinci dengan menggunakan Metode Certainty Factor”. Penelitian ini merupakan pengembangkan aplikasi dari aplikasi yang telah dibangun Atmaja (2014) dengan penambahan cara perhitungan serta penggunaan metode Dempster Shafer dalam melakukan diagnosis penyakit kelinci. Metode representasi yang digunakan sama seperti Atmaja (2014) yaitu berupa rule-based system dengan mesin inferensi forward chaining serta penggunaan metode Certainty Factor dan Dempster Shafer pada proses perhitungan. Berdasarkan hasil penelitian dari 25 contoh kasus, dihasilkan perbandingan tingkat akurasi antara metode Certainty Factor dengan metode Dempster Shafer yaitu sebesar 72% untuk metode Certainty Factor dan 76% untuk metode Dempster Shafer.","dempster shafer, forward chaining, certainty factor, rule-based system.",7
54,4446,PEMODELAN POLA CITRA DIGITAL MENGGUNAKAN METODE LINDENMAYER SYSTEM (L-SYSTEM),"Perkembangan dalam bidang grafis digital sangatlah pesat. Hal ini merupakan kemajuan teknologi di mana banyak perangkat lunak yang memudahkan pengguna dalam mengilustrasikan sebuah pola citra dengan mudah dan cepat. Akan tetapi, setiap pola yang tercipta membutuhkan waktu yang lama dalam mendapatkan ide-ide baru untuk merealisasikan banyak ilustrasi pola, sehingga pola-pola citra yang ada terkesan monoton (selalu sama), tidak inovatif, dan tidak bervariasi. Untuk itu dibutuhkan sebuah metode dan sistem untuk mempermudah dalam memodelkan pola citra digital. Model pola yang sedang dikembangkan adalah model fractal pada sebuah objek tumbuhan. Untuk dapat memodelkan fractal sebuah tumbuhan dibutuhkan perhitungan matematika. Salah satu sistem matematis yang dapat mendukung dalam pemodelan fractal adalah Lindenmayer System. Pada penelitian ini, penulis membuat sistem yang dapat memodelkan pola citra digital yang terinspirasi dari pohon cemara kipas. Sistem ini berbasis desktop, dibangun dengan bahasa pemrograman Java dan menerapkan teori L-System. Pada sistem yang telah dibuat, terdapat 5 macam input yaitu start (axiom), rules A, rules B, iterasi, dan angle (sudut).","Lindenmayer system, Pola citra digital, Java, Rules, Cemara kipas",9
55,4503,KLASIFIKASI JENIS BATIK SOLO MENGGUNAKAN ALGORITMA MODIFIED K-NEAREST NEIGHBOOR,"Batik merupakan kekayaan budaya Indonesia bernilai mutu sangat tinggi. Batik sudah ada sejak jaman dahulu kala dan budaya batik terus-menerus diwariskan dari generasi ke generasi. Setiap daerah di Indonesia mempunyai banyak kebudayaan tersendiri, dan dari situlah juga bahwa setiap daerah mempunyai motif khusus tersendiri di setiap daerah. Kota solo merupakan salah satu kota di Indonesia yang sangat membudidayakan batik dan mempunyai banyak peninggalan sejarah tentang batik dan museum batik.
Motif dari batik bisa kita kenali mulai dari segi bentuk dan tekstur. Bentuk dan tekstur dari batik mempunyai begitu banyak macam pola keunikan. Dengan adanya program komputer yang bisa mengenali tekstur dan bentuk dari motif batik, maka motif tersebut akan diketahui. Dengan adanya algoritma klasifikasi sistem dari komputer akan mempunyai kemampuan untuk mendeteksi jenis batik yang bermotif. Salah satu algoritma klasifikasi adalah algoritma MKNN yang merupakan kependekan dari Modified K-nearest neighbor. Proses untuk mengklasifikasikan membutuhkan data latih dan data uji yang akan digunakan. Data yang tersedia akan berisi sebuah ekstrasi fitur dimana berfungsi untuk menentukan apa kelas dari data tersebut. Hasil ekstrasi fitur bisa didapat dari sebuah proses pengolahan citra. Pengolahan citra yang tepat juga akan bergantung pada hasil ekstrasi fitur dengan nilai yang akurat Hasil dari penelitian ini keakurasian sistem mencapai 42,5 % untuk dapat mengenali hasil dari motif batik yang akan dikenali.","Batik, Motif Baik, Klasifikasi, Modified K-nearest neighbor,
Data, Pengolahan citra",3
56,4477,PEMBUATAN WEB MEDIA INTERAKTIF SEBAGAI MEDIA PEMBELAJARAN UNTUK SISWA SEKOLAH DASAR,"Pembelajaran merupakan hal yang penting dalam meningkatkan kualitas pendidikan, sehingga permasalahan dalam proses pembelajaran harus diminimalisir sebaik mungkin agar mutu dan prestasi siswa meningkat. Permasalahan dalam pembelajaran yang membuat prestasi belajar siswa menurun adalah siswa merasa tidak bersemangat dalam mengikuti pelajaran dan cenderung pasif dalam menerima penjelasan dari guru. Pelajaran yang sering membuat siswa malas belajar adalah matematika untuk itu materi dalam pembelajaran matematika harus dibuat menarik agar dapat meningkatkan semangat siswa dalam belajar sehingga nilai siswa dapat meningkat. Dalam menyampaikan materi yang menarik dibutuhkan media interaktif yang dapat berupa website yang mudah digunakan. Untuk perancangan website sebagai media interaktif diperlukan sebuah metode yang bernama UCD (User Centered Design). Dengan menggunakan metode UCD dapat mengidentifikasikan user serta dapat mengetahui kebutuhan-kebutuhan pengguna. Pada penelitian ini pengguna yang membantu perancangan website adalah guru dari SD Budya Wacana Jogjakarta dikarenakan guru mengerti kebutuhan siswa serta untuk pengujian website adalah siswa kelas 3 SD Budya Wacana Jogjakarta. Website sebagai media interaktif yang telah dibangun dapat mudah digunakan oleh siswa dan juga membantu siswa dalam meningkatkan minat belajar serta membantu siswa dalam memahami materi. Sekitar 62% sampai 78% siswa berhasil mengerjakan task yang berkaitan dengan menu website. Website sebagai media interaktif juga telah membantu siswa dalam meningkatkan minat belajar hal ini dibuktikan dengan perbedaan rata-rata secara signifikan ketika siswa belajar menggunakan web dan buku. Siswa juga dapat memahami materi hal ini dibuktikan dengan nilai rata-rata siswa 75 poin dan nilai siswa sudah mencapai standar nilai matematika SD Budya Wacana.","Media Interaktif, User Centered Design, Website",0
57,4709,PENGEMBANGAN PEMANTAUAN PENGUNJUNG BERDASARKAN SCREENING SUHU SEBAGAI UPAYA PENCEGAHAN PENYEBARAN COVID- 19,"Corona virus merupakan kumpulan virus yang dapat menginfeksi saluran pernapasan, dikenal juga sebagai severe acute respiratory syndrome coronavirus 2(SARS-CoV-2) atau COVID-19. Virus ini dapat menyerang siapa saja tanpa batasan umur. Indonesia saat ini masih berjuang melawan penyebaran COVID-19, jumlah kasus dari virus corona saat ini masih terus bertambah dengan jumlah kematian yang terbilang tidak sedikit. Pada situasi pandemi ini didapatkan bahwa untuk mengurangi penumpukan antrian serta membatasi jumlah orang dalam suatu gedung oleh karena itu penulis membuat sistem screening suhu. Sistem ini berkerja untuk mendata identitas dan suhu pengunjung secara real time sehingga pengunjung merasa aman dalam sebuah ruangan atau gedung. Hasil dari input sensor suhu akan ditampilkan di halaman aplikasi android yang telah dibuat. Pada pengembangan ini dilakukan uji kalibrasi dan uji skalabilitas dari sistem ini agar dapat memperluas kinerja secara efektivitas dalam pembacaan suhu maupun dalam penambahan modul. Setelah dilakukan pengujian pada sistem screening suhu, dihasilkan tingkat keberhasilan perbedaan sekitar 0,01°C – 0,24 °C dalam membaca suhu. Pengujian pada aplikasi ini juga dirancang dapat menampilkan informasi pengguna seperti nama, lokasi gedung, dan suhu dengan baik.","Screening suhu, NodeMCU 8266, GY 906 thermometer sensor, Aplikasi android",5
58,4773,PENGENALAN KARAKTER OPTIK (OCR) AKSARA JAWA DENGAN CONVOLUTION NEURAL NETWORK,"Aksara Jawa merupakan salah satu peninggalan budaya Indonesia berupa tulisan tradisional dari suku Jawa yang meskipun saat ini sudah jarang digunakan, namun masih dilestarikan oleh berbagai pihak dalam bentuk fisik maupun digital. Dengan tujuan membantu mempermudah pelestarian aksara Jawa secara digital, penulis melakukan penelitian untuk mengembangkan sistem pengenalan karakter optik (OCR) dengan metode Convolutional Neural Network (CNN) yang dievaluasi berdasarkan parameter akurasi, presisi, recall, dan f1-score. Berfokus pada pengaplikasian salah satu arsitektur CNN, yaitu GoogLeNet yang menerapkan jaringan Inception, penulis melatih model dengan data hasil scan dari buku manuskrip lama dengan tulisan aksara Jawa yang tercetak yang sudah tersegmentasi. Data yang digunakan hanya data dengan jumlah minimal 10 data untuk setiap kelas karakternya. Model juga dilatih dengan berbagai variasi parameter serta penambahan lapisan normalisasi dan hasilnya divalidasi dan diuji berdasarkan metriks evaluasi akurasi, presisi, recall, dan f1-score untuk melihat seberapa baik performa CNN terhadap pelatihan model. Dari penelitian ini, didapatkan bahwa pelatihan model memiliki hasil yang paling baik jika dilatih dengan batch size ukuran 32 dan epoch sebanyak 100 dengan struktur arsitektur tanpa penggunaan lapisan normalisasi (Batch Normalization) dengan hasil evaluasi pengujian yang tidak terlalu tinggi (dibawah 70%). Namun, setelah dianalisis lebih dalam, penerapan CNN untuk melatih model agar dapat mengenali karakter optik aksara Jawa ini termasuk cukup efektif jika dianalisis dan dievaluasi secara weighted-averaged, mengingat jumlah data yang digunakan bervariasi setiap kelas karakternya.","Aksara Jawa, Convolutional Neural Network, CNN, GoogLeNet, Inception, OCR, akurasi, presisi, recall, f1-score, Batch Normalization",5
59,4580,PEMBANGUNAN DASHBOARD LULUSAN MAHASISWA PROGRAM STUDI INFORMATIKA BERBASIS WEB,"Jumlah lulusan memiliki pengaruh yang besar terhadap akreditasi suatu program studi atau universitas. Jumlah lulusan yang beraneka ragam berdasarkan lama studi tentu butuh perhatian besar. Analisa yang cepat dan tepat dapat membantu untuk mengambil keputusan secara cepat, sehingga jumlah lulusan yang masa studi diatas rata-rata lulusan dapat diatasi. Tujuan dari penelitian ini yakni membangun sistem informasi dashboard sebagai media monitoring lulusan mahasiswa program studi informatika. Tahap penelitian ini dimulai dari identifikasi KPI dan grup diskusi bersama pengguna, membuat rancangan mockup dashboard, pembangunan sistem dashboard berdasarkan rancangan, uji coba sistem sembari riset dengan pengguna, dan evaluasi. Hasil dari pembangunan dashboard berfungsi sebagai media monitoring lulusan mahasiswa program studi informatika. Pembangunan dashboard menghasilkan empat jenis kategori yakni lulusan tepat waktu, lulusan tidak tepat waktu, lulusan 5 tahun terakhir, dan lulusan secara keseluruhan. Pada evaluasi sistem, yang dianalisis yakni effectiveness dan satisfaction. Pengujian effectiveness dilakukan pada iterasi 1 dan 2, sedangkan pengujian satisfaction hanya dilakukan pada iterasi 2. Berdasarkan hasil pengujian terhadap 16 orang, yang merupakan 7 orang dari fakultas teknologi informasi, 6 orang dari program studi bahasa inggris, dan 3 orang dari fakultas bisnis. Dihasilkan kesimpulan rata-rata task success iterasi 1 sebesar 85,7% sedangkan rata-rata task success iterasi 2 sebesar 87,1%, dan rata-rata hasil pengujian SUS sebesar 69 yang berarti mendapatkan tingkatan marginal high pada acceptability ranges, grade D pada grade scale dan rating ok pada adjective scale. Berdasarkan hasil tersebut dapat disimpulkan bahwa metode user centered design sesuai untuk membangun dashboard sehingga dapat membantu pengguna dalam mencari informasi dengan mudah dan informatif",dashboard,3
60,4687,PERANCANGAN WEBSITE INFORMASI KAIN ULOS BATAK TOBA SEBAGAI UPAYA PELESTARIAN ULOS,"User Interface (Antarmuka) merupakan tampilan visual yang dapat menjembatani sistem maupun aplikasi dengan pengguna. Oleh karena itu, antarmuka adalah suatu hal yang penting bagi sebuah sistem maupun aplikasi sebagaimana tampilannya dilihat oleh pengguna. Antarmuka ini diterapkan pada website yang dibangun dengan mudah untuk pengguna. Webiste yang dibangun bertujuan untuk membangun pemahaman pengguna bahwa pelestarian budaya itu penting. Pelestarian budaya tersebut adalah Kain Ulos Batak Toba dari Medan, Sumatera Utara. Kain Ulos merupakan ciri khas suku Batak dan sudah turun menurun terus dikembangkan. Maka dari itu, penulis membangun sebuah website antarmuka untuk membantu pelestarian Kain Ulos secara digital yang dapat diakses semua orang. Dalam penelitian ini, website yang dibangun menggunakan metode Goal-Directed Design yang terdapat 6 tahapan yang dilakukan, yaotu Reserch, Modelling, Requirement, Framework Definition, Refinement, dan Development Support. Setelah menyelesaikan 6 tahapan, website yang dibangun diuji menggunakan metode Usability Testing dan System Usability Scale (SUS). Usability Testing menggunakan 2 aspek yaitu Task Success dan Time On Task, sedangkan System Usability Scale menggunakan penyebaran kuesioner kepada 50 responden. Hasil akhir dari pengujian tersebut mengalami peningkatan yang cukup signifikan bahwa usabilitas website sudah di atas rata-rata.","Goal-Directed design, Usability testing, Kain Ulos Batak Toba",5
61,4698,ANALISA DAN PERANCANGAN DESAIN ANTARMUKA APLIKASI DOKTER DIABETES UNTUK LANSIA,"Pada masyarakat lanjut usia memiliki resiko meningkatnya terkena penyakit diabetes melitus. Untuk mengurangi resiko diabetes, perubahan gaya hidup menjadi lebih sehat dapat dilakukan dengan cara memantau asupan gizi yang masuk kedalam tubuh. Untuk mempermudah pemantauan, perlu diciptakan suatu antarmuka aplikasi yang memudahkan lansia dalam memonitoring kadar gula darah, berat badan, serta asupan karbohidrat sehari-hari. Dalam perancangan ulang desain antarmuka aplikasi ini menerapkan metode ucer centered design (UCD) dengan lansia sebagai subjek utama penelitian dan aplikasi Dokter Diabetes sebagai objek penelitian. yang menggunakan 3 aspek untuk mengukur tingkat usability yaitu effectiveness, efficiency, dan satisfaction sesuai dengan standar ISO-9241-11.  Hasil yang diperoleh berdasarkan pengujian kepada responden lansia terhadap aplikasi Dokter Diabetes. Dan diperoleh hasil terhadap aplikasi Dokter Diabetes setelah dilakukan redesign diperoleh nilai effectiveness sebesar 86,67%, nilai efficiency sebesar  83,09% dan nilai satisfaction sebesar 76,75. Dengan hasil sebagai berikut, diketahui bahwa terjadinya peningkatan hasil dari pengujian aplikasi yang telah didesain ulang, dan dilihat pada hasil satisfaction hasil penilaian responden tergolong dapat diterima bagi pengguna lansia. Maka dapat disimpulkan bahwa tujuan perancangan ulang desain antarmuka aplikasi Dokter Diabetes yang ramah bagi lansia sudah tercapai.","Usabilitas, User Centered Design, Mobile Application, Lansia",5
62,4541,PEMBANGUNAN STRATEGIC DASHBOARD BERBASIS WEB UNTUK KEGIATAN PENUNJANG DOSEN,"Untuk menaikkan mutu pelayanan pendidikan Tri Darma. Undang – undang No. 12 Tahun 2012 tentang Pendidikan Tinggi Pasal 63 D dapat dijadikan referensi pendukung, dimana tertuang hal mewajibkan peningkatan mutu pelayanan pendidikan secara berkelanjutan. Dengan hal ini Program Studi Informatika di
Universitas Kristen Duta Wacana ingin membuat sebuah sistem untuk mempermudah pembacaan informasi, sehingga peneliti melakukan analisis kinerja dan menerapkan strategi untuk jangka panjang. Peneliti menerapkan dashboard agar dapat mempermudah pembaca dalam membaca informasi. Hal yang peneliti gunakan adalah strategic dashboard dengan key performance indicator sebagai alat ukurnya dan tahap pembangunan dashboard ini menggunakan user centered design. Peneliti mengumpulkan data melalui diskusi dan wawancara dengan dekanat. Selanjutnya, peneliti mengukur tingkat keberhasilan dan kepuasan dashboard ini menggunakan task success dan system usability scale. Akhir
penelitian yang didapatkan dari pengujian user menggunakan task success dan system usability scale adalah success rate 97,7% dan hasil dari system usability scale adalah 69,25. Maka, dapat diketahui bahwa dashboard ini dapat diterima oleh user.","Dashboard, Key performance indicator, Task success, System usability scale",9
